Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Keyword	Add		Modern Abayati								Ad group 1	modern abaya shop		Exact																											
Ad	Add		Modern Abayati								Ad group 1				https://modern-abayati.com/?ref=rpeuzpba	{Keyword:Modern Abayati}	Modest Fashion Online	Elegant Abayas & Hijabs	Modern Islamic Fashion	Stylish Modest Clothing	Premium Quality Abayas	Modern Abayati Official	Everyday & Formal Abayas	Hijab Collections	Modest Dresses & Sets	Free Shipping Available	Contemporary Abaya Style	Luxury Modest Wear	Shop Abayas Online	Modest & Beautiful	Modern Abayati offers elegant abayas and hijabs. Stylish modest fashion online.	Shop Modern Abayati for premium abayas. Everyday and formal modest clothing.	Modern Abayati official store. Contemporary Islamic fashion with free ship.	Modest and beautiful fashion. Luxury abayas, hijabs, and modest dresses.			Responsive search ad				
Callout	Add		Modern Abayati																																			Instant Delivery			
Callout	Add		Modern Abayati																																			4.8 Star Rating			
Callout	Add		Modern Abayati																																			HD & Ultra HD Quality			
Callout	Add		Modern Abayati																																			Secure Payment			
Sitelink	Add		Modern Abayati												https://modern-abayati.com/?ref=rpeuzpba#1																	Elegant modern abayas							Create new	Abayas	Everyday and formal styles
Sitelink	Add		Modern Abayati												https://modern-abayati.com/?ref=rpeuzpba#2																	Premium hijab collection							Create new	Hijabs	Beautiful modest covers
Sitelink	Add		Modern Abayati												https://modern-abayati.com/?ref=rpeuzpba#3																	Modest dress designs							Create new	Dresses	Stylish and elegant
Sitelink	Add		Modern Abayati												https://modern-abayati.com/?ref=rpeuzpba#4																	Latest modest fashion							Create new	New Arrivals	Fresh collections
Campaign	Add	Enabled	animota	Search	Google search; Search partners	154553	Manual CPC		United States; Germany; France; United Kingdom; Australia; Canada; Spain; Italy; Austria; Sweden	No																															
Ad Group	Add		animota								Ad group 1		0.00																												
Keyword	Add		animota								Ad group 1	animota		Exact																											
Keyword	Add		animota								Ad group 1	animota anime		Exact																											
Keyword	Add		animota								Ad group 1	animota store		Exact																											
Ad	Add		animota								Ad group 1				https://animota.net/?ref=prnzprqh	{Keyword:Animota}	Anime Merchandise Shop	Anime Figures & Goods	Manga & Anime Apparel	Collectible Anime Items	Japanese Pop Culture	Animota Official Store	Anime Posters & Art	Cosplay Accessories	Anime Gifts & Merch	Popular Series Merch	Figurines & Statues	Anime Fan Essentials	Shop Anime Gear Now	For True Anime Fans	Animota offers anime merchandise. Figures, apparel, and collectible items.	Shop Animota for manga and anime goods. Posters, cosplay, and fan merch.	Animota official store. Japanese pop culture collectibles and anime gear.	For true anime fans. Shop figurines, statues, and anime gifts at Animota.			Responsive search ad				
Callout	Add		animota																																			Instant Delivery			
Callout	Add		animota																																			4.8 Star Rating			
Callout	Add		animota																																			HD & Ultra HD Quality			
Callout	Add		animota																																			Secure Payment			
Sitelink	Add		animota												https://animota.net/?ref=prnzprqh#1																	Collectible figurines							Create new	Anime Figures	Popular series characters
Sitelink	Add		animota												https://animota.net/?ref=prnzprqh#2																	Anime themed clothing							Create new	Apparel	Wear your fandom
Sitelink	Add		animota												https://animota.net/?ref=prnzprqh#3																	Anime wall art prints							Create new	Posters & Art	Decorate your space
Sitelink	Add		animota												https://animota.net/?ref=prnzprqh#4																	Anime accessories							Create new	Accessories	Cosplay and more
