Row Type	Action	Campaign status	Campaign	Campaign type	Networks	Budget	Bid strategy type	Campaign start date	Location	EU political ads	Ad Group	Keyword	Default max. CPC	Keyword type	Final URL	Headline 1	Headline 2	Headline 3	Headline 4	Headline 5	Headline 6	Headline 7	Headline 8	Headline 9	Headline 10	Headline 11	Headline 12	Headline 13	Headline 14	Headline 15	Description 1	Description 2	Description 3	Description 4	Path 1	Path 2	Ad type	Callout text	Asset action	Sitelink text	Description
Sitelink	Add		Letbricks												https://www.letbricks.com/?ref=bknobckw#3																	City building block sets							Create new	City & Town	Build your own town
Sitelink	Add		Letbricks												https://www.letbricks.com/?ref=bknobckw#4																	Latest building sets							Create new	New Arrivals	Fresh model kits
Campaign	Add	Enabled	Modern Abayati	Search	Google search; Search partners	100	Manual CPC		United States	No																															
Ad Group	Add		Modern Abayati								Ad group 1		1.00																												
Keyword	Add		Modern Abayati								Ad group 1	modern abayati		Exact																											
Keyword	Add		Modern Abayati								Ad group 1	abayati		Exact																											
Keyword	Add		Modern Abayati								Ad group 1	modern abaya shop		Exact																											
Ad	Add		Modern Abayati								Ad group 1				https://modern-abayati.com/?ref=rpeuzpba	{Keyword:Modern Abayati}	Modest Fashion Online	Elegant Abayas & Hijabs	Modern Islamic Fashion	Stylish Modest Clothing	Premium Quality Abayas	Modern Abayati Official	Everyday & Formal Abayas	Hijab Collections	Modest Dresses & Sets	Free Shipping Available	Contemporary Abaya Style	Luxury Modest Wear	Shop Abayas Online	Modest & Beautiful	Modern Abayati offers elegant abayas and hijabs. Stylish modest fashion online.	Shop Modern Abayati for premium abayas. Everyday and formal modest clothing.	Modern Abayati official store. Contemporary Islamic fashion with free ship.	Modest and beautiful fashion. Luxury abayas, hijabs, and modest dresses.			Responsive search ad				
Callout	Add		Modern Abayati																																			Instant Delivery			
Callout	Add		Modern Abayati																																			4.8 Star Rating			
Callout	Add		Modern Abayati																																			HD & Ultra HD Quality			
Callout	Add		Modern Abayati																																			Secure Payment			
Sitelink	Add		Modern Abayati												https://modern-abayati.com/?ref=rpeuzpba#1																	Elegant modern abayas							Create new	Abayas	Everyday and formal styles
Sitelink	Add		Modern Abayati												https://modern-abayati.com/?ref=rpeuzpba#2																	Premium hijab collection							Create new	Hijabs	Beautiful modest covers
Sitelink	Add		Modern Abayati												https://modern-abayati.com/?ref=rpeuzpba#3																	Modest dress designs							Create new	Dresses	Stylish and elegant
Sitelink	Add		Modern Abayati												https://modern-abayati.com/?ref=rpeuzpba#4																	Latest modest fashion							Create new	New Arrivals	Fresh collections
