Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Paused,Tribesigns,Search,Google search,10,Daily,Maximize clicks,en,2840;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,DHgate,Search,Google search,10,Daily,Maximize clicks,en,2840;2826,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Parallels.com,Search,Google search,10,Daily,Maximize clicks,en,2840;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Muc-Off,Search,Google search,10,Daily,Maximize clicks,en,2840;2826;2276,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Pit Boss Grills,Search,Google search,10,Daily,Maximize clicks,en,2840;2124;2036,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Cariloha,Search,Google search,10,Daily,Maximize clicks,en,2840;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Focus Camera & Lifestyle by Focus,Search,Google search,10,Daily,Maximize clicks,en,2840;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Only Natural Pet,Search,Google search,10,Daily,Maximize clicks,en,2840;2124;2826,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Swagbucks,Search,Google search,10,Daily,Maximize clicks,en,2840;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Dutch Pet Inc,Search,Google search,10,Daily,Maximize clicks,en,2840;2826;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Funwhole,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Happy Happy Houseplant,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Modlily,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Bentgo,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Easyship Ambassador Program,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,UPERFECT,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,REDTOP,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Epic,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,VEVOR AU,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Maxi-Cosi,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Tribesigns,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,DHgate,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Parallels.com,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Muc-Off,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Pit Boss Grills,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Cariloha,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Focus Camera & Lifestyle by Focus,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Only Natural Pet,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Swagbucks,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Dutch Pet Inc,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Funwhole,,,,,,,,,AG-1,,Enabled,Funwhole coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Funwhole,,,,,,,,,AG-1,,Enabled,Funwhole coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Funwhole,,,,,,,,,AG-1,,Enabled,Funwhole promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Funwhole,,,,,,,,,AG-1,,Enabled,Funwhole promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Funwhole,,,,,,,,,AG-1,,Enabled,Promo code Funwhole,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Funwhole,,,,,,,,,AG-1,,Enabled,Coupon Funwhole,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Funwhole,,,,,,,,,AG-1,,Enabled,Coupon code Funwhole,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Funwhole,,,,,,,,,AG-1,,Enabled,Coupon code for Funwhole,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Funwhole,,,,,,,,,AG-1,,Enabled,Coupon for Funwhole,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Funwhole,,,,,,,,,AG-1,,Enabled,Promo code for Funwhole,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Happy Happy Houseplant,,,,,,,,,AG-1,,Enabled,Happy Happy Houseplant coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Happy Happy Houseplant,,,,,,,,,AG-1,,Enabled,Happy Happy Houseplant coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Happy Happy Houseplant,,,,,,,,,AG-1,,Enabled,Happy Happy Houseplant promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Happy Happy Houseplant,,,,,,,,,AG-1,,Enabled,Happy Happy Houseplant promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Happy Happy Houseplant,,,,,,,,,AG-1,,Enabled,Promo code Happy Happy Houseplant,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Happy Happy Houseplant,,,,,,,,,AG-1,,Enabled,Coupon Happy Happy Houseplant,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Happy Happy Houseplant,,,,,,,,,AG-1,,Enabled,Coupon code Happy Happy Houseplant,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Happy Happy Houseplant,,,,,,,,,AG-1,,Enabled,Coupon code for Happy Happy Houseplant,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Happy Happy Houseplant,,,,,,,,,AG-1,,Enabled,Coupon for Happy Happy Houseplant,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Happy Happy Houseplant,,,,,,,,,AG-1,,Enabled,Promo code for Happy Happy Houseplant,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Modlily,,,,,,,,,AG-1,,Enabled,Modlily coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Modlily,,,,,,,,,AG-1,,Enabled,Modlily coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Modlily,,,,,,,,,AG-1,,Enabled,Modlily promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Modlily,,,,,,,,,AG-1,,Enabled,Modlily promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Modlily,,,,,,,,,AG-1,,Enabled,Promo code Modlily,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Modlily,,,,,,,,,AG-1,,Enabled,Coupon Modlily,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Modlily,,,,,,,,,AG-1,,Enabled,Coupon code Modlily,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Modlily,,,,,,,,,AG-1,,Enabled,Coupon code for Modlily,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Modlily,,,,,,,,,AG-1,,Enabled,Coupon for Modlily,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Modlily,,,,,,,,,AG-1,,Enabled,Promo code for Modlily,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Bentgo,,,,,,,,,AG-1,,Enabled,Bentgo coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Bentgo,,,,,,,,,AG-1,,Enabled,Bentgo coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Bentgo,,,,,,,,,AG-1,,Enabled,Bentgo promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Bentgo,,,,,,,,,AG-1,,Enabled,Bentgo promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Bentgo,,,,,,,,,AG-1,,Enabled,Promo code Bentgo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Bentgo,,,,,,,,,AG-1,,Enabled,Coupon Bentgo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Bentgo,,,,,,,,,AG-1,,Enabled,Coupon code Bentgo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Bentgo,,,,,,,,,AG-1,,Enabled,Coupon code for Bentgo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Bentgo,,,,,,,,,AG-1,,Enabled,Coupon for Bentgo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Bentgo,,,,,,,,,AG-1,,Enabled,Promo code for Bentgo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Easyship Ambassador Program,,,,,,,,,AG-1,,Enabled,Easyship Ambassador Program coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Easyship Ambassador Program,,,,,,,,,AG-1,,Enabled,Easyship Ambassador Program coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Easyship Ambassador Program,,,,,,,,,AG-1,,Enabled,Easyship Ambassador Program promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Easyship Ambassador Program,,,,,,,,,AG-1,,Enabled,Easyship Ambassador Program promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Easyship Ambassador Program,,,,,,,,,AG-1,,Enabled,Promo code Easyship Ambassador Program,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Easyship Ambassador Program,,,,,,,,,AG-1,,Enabled,Coupon Easyship Ambassador Program,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Easyship Ambassador Program,,,,,,,,,AG-1,,Enabled,Coupon code Easyship Ambassador Program,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Easyship Ambassador Program,,,,,,,,,AG-1,,Enabled,Coupon code for Easyship Ambassador Program,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Easyship Ambassador Program,,,,,,,,,AG-1,,Enabled,Coupon for Easyship Ambassador Program,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Easyship Ambassador Program,,,,,,,,,AG-1,,Enabled,Promo code for Easyship Ambassador Program,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,UPERFECT,,,,,,,,,AG-1,,Enabled,UPERFECT coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,UPERFECT,,,,,,,,,AG-1,,Enabled,UPERFECT coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,UPERFECT,,,,,,,,,AG-1,,Enabled,UPERFECT promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,UPERFECT,,,,,,,,,AG-1,,Enabled,UPERFECT promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,UPERFECT,,,,,,,,,AG-1,,Enabled,Promo code UPERFECT,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,UPERFECT,,,,,,,,,AG-1,,Enabled,Coupon UPERFECT,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,UPERFECT,,,,,,,,,AG-1,,Enabled,Coupon code UPERFECT,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,UPERFECT,,,,,,,,,AG-1,,Enabled,Coupon code for UPERFECT,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,UPERFECT,,,,,,,,,AG-1,,Enabled,Coupon for UPERFECT,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,UPERFECT,,,,,,,,,AG-1,,Enabled,Promo code for UPERFECT,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,REDTOP,,,,,,,,,AG-1,,Enabled,REDTOP coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,REDTOP,,,,,,,,,AG-1,,Enabled,REDTOP coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,REDTOP,,,,,,,,,AG-1,,Enabled,REDTOP promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,REDTOP,,,,,,,,,AG-1,,Enabled,REDTOP promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,REDTOP,,,,,,,,,AG-1,,Enabled,Promo code REDTOP,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,REDTOP,,,,,,,,,AG-1,,Enabled,Coupon REDTOP,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,REDTOP,,,,,,,,,AG-1,,Enabled,Coupon code REDTOP,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,REDTOP,,,,,,,,,AG-1,,Enabled,Coupon code for REDTOP,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,REDTOP,,,,,,,,,AG-1,,Enabled,Coupon for REDTOP,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,REDTOP,,,,,,,,,AG-1,,Enabled,Promo code for REDTOP,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Epic,,,,,,,,,AG-1,,Enabled,Epic coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Epic,,,,,,,,,AG-1,,Enabled,Epic coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Epic,,,,,,,,,AG-1,,Enabled,Epic promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Epic,,,,,,,,,AG-1,,Enabled,Epic promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Epic,,,,,,,,,AG-1,,Enabled,Promo code Epic,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Epic,,,,,,,,,AG-1,,Enabled,Coupon Epic,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Epic,,,,,,,,,AG-1,,Enabled,Coupon code Epic,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Epic,,,,,,,,,AG-1,,Enabled,Coupon code for Epic,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Epic,,,,,,,,,AG-1,,Enabled,Coupon for Epic,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Epic,,,,,,,,,AG-1,,Enabled,Promo code for Epic,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEVOR AU,,,,,,,,,AG-1,,Enabled,VEVOR AU coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEVOR AU,,,,,,,,,AG-1,,Enabled,VEVOR AU coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEVOR AU,,,,,,,,,AG-1,,Enabled,VEVOR AU promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEVOR AU,,,,,,,,,AG-1,,Enabled,VEVOR AU promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEVOR AU,,,,,,,,,AG-1,,Enabled,Promo code VEVOR AU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEVOR AU,,,,,,,,,AG-1,,Enabled,Coupon VEVOR AU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEVOR AU,,,,,,,,,AG-1,,Enabled,Coupon code VEVOR AU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEVOR AU,,,,,,,,,AG-1,,Enabled,Coupon code for VEVOR AU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEVOR AU,,,,,,,,,AG-1,,Enabled,Coupon for VEVOR AU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEVOR AU,,,,,,,,,AG-1,,Enabled,Promo code for VEVOR AU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maxi-Cosi,,,,,,,,,AG-1,,Enabled,Maxi-Cosi coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maxi-Cosi,,,,,,,,,AG-1,,Enabled,Maxi-Cosi coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maxi-Cosi,,,,,,,,,AG-1,,Enabled,Maxi-Cosi promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maxi-Cosi,,,,,,,,,AG-1,,Enabled,Maxi-Cosi promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maxi-Cosi,,,,,,,,,AG-1,,Enabled,Promo code Maxi-Cosi,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maxi-Cosi,,,,,,,,,AG-1,,Enabled,Coupon Maxi-Cosi,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maxi-Cosi,,,,,,,,,AG-1,,Enabled,Coupon code Maxi-Cosi,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maxi-Cosi,,,,,,,,,AG-1,,Enabled,Coupon code for Maxi-Cosi,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maxi-Cosi,,,,,,,,,AG-1,,Enabled,Coupon for Maxi-Cosi,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maxi-Cosi,,,,,,,,,AG-1,,Enabled,Promo code for Maxi-Cosi,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Tribesigns,,,,,,,,,AG-1,,Enabled,Tribesigns coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Tribesigns,,,,,,,,,AG-1,,Enabled,Tribesigns coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Tribesigns,,,,,,,,,AG-1,,Enabled,Tribesigns promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Tribesigns,,,,,,,,,AG-1,,Enabled,Tribesigns promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Tribesigns,,,,,,,,,AG-1,,Enabled,Promo code Tribesigns,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Tribesigns,,,,,,,,,AG-1,,Enabled,Coupon Tribesigns,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Tribesigns,,,,,,,,,AG-1,,Enabled,Coupon code Tribesigns,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Tribesigns,,,,,,,,,AG-1,,Enabled,Coupon code for Tribesigns,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Tribesigns,,,,,,,,,AG-1,,Enabled,Coupon for Tribesigns,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Tribesigns,,,,,,,,,AG-1,,Enabled,Promo code for Tribesigns,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DHgate,,,,,,,,,AG-1,,Enabled,DHgate coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DHgate,,,,,,,,,AG-1,,Enabled,DHgate coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DHgate,,,,,,,,,AG-1,,Enabled,DHgate promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DHgate,,,,,,,,,AG-1,,Enabled,DHgate promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DHgate,,,,,,,,,AG-1,,Enabled,Promo code DHgate,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DHgate,,,,,,,,,AG-1,,Enabled,Coupon DHgate,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DHgate,,,,,,,,,AG-1,,Enabled,Coupon code DHgate,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DHgate,,,,,,,,,AG-1,,Enabled,Coupon code for DHgate,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DHgate,,,,,,,,,AG-1,,Enabled,Coupon for DHgate,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DHgate,,,,,,,,,AG-1,,Enabled,Promo code for DHgate,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Parallels.com,,,,,,,,,AG-1,,Enabled,Parallels.com coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Parallels.com,,,,,,,,,AG-1,,Enabled,Parallels.com coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Parallels.com,,,,,,,,,AG-1,,Enabled,Parallels.com promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Parallels.com,,,,,,,,,AG-1,,Enabled,Parallels.com promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Parallels.com,,,,,,,,,AG-1,,Enabled,Promo code Parallels.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Parallels.com,,,,,,,,,AG-1,,Enabled,Coupon Parallels.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Parallels.com,,,,,,,,,AG-1,,Enabled,Coupon code Parallels.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Parallels.com,,,,,,,,,AG-1,,Enabled,Coupon code for Parallels.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Parallels.com,,,,,,,,,AG-1,,Enabled,Coupon for Parallels.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Parallels.com,,,,,,,,,AG-1,,Enabled,Promo code for Parallels.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Muc-Off,,,,,,,,,AG-1,,Enabled,Muc-Off coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Muc-Off,,,,,,,,,AG-1,,Enabled,Muc-Off coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Muc-Off,,,,,,,,,AG-1,,Enabled,Muc-Off promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Muc-Off,,,,,,,,,AG-1,,Enabled,Muc-Off promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
