Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Paused,Loose Grown Diamond,Search,Google search,10,Daily,Maximize clicks,en,2840;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,DesignFormal,Search,Google search,10,Daily,Maximize clicks,en,2840;2124;2826,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,beecoolbikes.com,Search,Google search,10,Daily,Maximize clicks,en,2840;2124;2826,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,odinlake,Search,Google search,10,Daily,Maximize clicks,en,2840;2826,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,ihoverboarduk,Search,Google search,10,Daily,Maximize clicks,en,2826;2840,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Freego USA,Search,Google search,10,Daily,Maximize clicks,en,2840;2826;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,iSinwheel.co.uk,Search,Google search,10,Daily,Maximize clicks,en,2826;2840,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Autelpilot,Search,Google search,10,Daily,Maximize clicks,en,2840;2826,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,TheHushShop.com,Search,Google search,10,Daily,Maximize clicks,en,2840;2826;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,HOVSCO,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,willwork jewelry,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Capra Leather,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,My Steampunk Style,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,VEGEGA,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Trak Racer EU,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,CharCharms,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Scarlet Darkness,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Vetiver Aromatics,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,ROLL-ROAD,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,ipowerqueen,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Loose Grown Diamond,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,DesignFormal,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,beecoolbikes.com,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,odinlake,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,ihoverboarduk,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Freego USA,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,iSinwheel.co.uk,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Autelpilot,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,TheHushShop.com,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HOVSCO,,,,,,,,,AG-1,,Enabled,HOVSCO coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HOVSCO,,,,,,,,,AG-1,,Enabled,HOVSCO coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HOVSCO,,,,,,,,,AG-1,,Enabled,HOVSCO promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HOVSCO,,,,,,,,,AG-1,,Enabled,HOVSCO promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HOVSCO,,,,,,,,,AG-1,,Enabled,Promo code HOVSCO,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HOVSCO,,,,,,,,,AG-1,,Enabled,Coupon HOVSCO,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HOVSCO,,,,,,,,,AG-1,,Enabled,Coupon code HOVSCO,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HOVSCO,,,,,,,,,AG-1,,Enabled,Coupon code for HOVSCO,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HOVSCO,,,,,,,,,AG-1,,Enabled,Coupon for HOVSCO,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HOVSCO,,,,,,,,,AG-1,,Enabled,Promo code for HOVSCO,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,willwork jewelry,,,,,,,,,AG-1,,Enabled,willwork jewelry coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,willwork jewelry,,,,,,,,,AG-1,,Enabled,willwork jewelry coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,willwork jewelry,,,,,,,,,AG-1,,Enabled,willwork jewelry promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,willwork jewelry,,,,,,,,,AG-1,,Enabled,willwork jewelry promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,willwork jewelry,,,,,,,,,AG-1,,Enabled,Promo code willwork jewelry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,willwork jewelry,,,,,,,,,AG-1,,Enabled,Coupon willwork jewelry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,willwork jewelry,,,,,,,,,AG-1,,Enabled,Coupon code willwork jewelry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,willwork jewelry,,,,,,,,,AG-1,,Enabled,Coupon code for willwork jewelry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,willwork jewelry,,,,,,,,,AG-1,,Enabled,Coupon for willwork jewelry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,willwork jewelry,,,,,,,,,AG-1,,Enabled,Promo code for willwork jewelry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Capra Leather,,,,,,,,,AG-1,,Enabled,Capra Leather coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Capra Leather,,,,,,,,,AG-1,,Enabled,Capra Leather coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Capra Leather,,,,,,,,,AG-1,,Enabled,Capra Leather promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Capra Leather,,,,,,,,,AG-1,,Enabled,Capra Leather promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Capra Leather,,,,,,,,,AG-1,,Enabled,Promo code Capra Leather,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Capra Leather,,,,,,,,,AG-1,,Enabled,Coupon Capra Leather,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Capra Leather,,,,,,,,,AG-1,,Enabled,Coupon code Capra Leather,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Capra Leather,,,,,,,,,AG-1,,Enabled,Coupon code for Capra Leather,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Capra Leather,,,,,,,,,AG-1,,Enabled,Coupon for Capra Leather,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Capra Leather,,,,,,,,,AG-1,,Enabled,Promo code for Capra Leather,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,My Steampunk Style,,,,,,,,,AG-1,,Enabled,My Steampunk Style coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,My Steampunk Style,,,,,,,,,AG-1,,Enabled,My Steampunk Style coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,My Steampunk Style,,,,,,,,,AG-1,,Enabled,My Steampunk Style promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,My Steampunk Style,,,,,,,,,AG-1,,Enabled,My Steampunk Style promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,My Steampunk Style,,,,,,,,,AG-1,,Enabled,Promo code My Steampunk Style,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,My Steampunk Style,,,,,,,,,AG-1,,Enabled,Coupon My Steampunk Style,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,My Steampunk Style,,,,,,,,,AG-1,,Enabled,Coupon code My Steampunk Style,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,My Steampunk Style,,,,,,,,,AG-1,,Enabled,Coupon code for My Steampunk Style,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,My Steampunk Style,,,,,,,,,AG-1,,Enabled,Coupon for My Steampunk Style,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,My Steampunk Style,,,,,,,,,AG-1,,Enabled,Promo code for My Steampunk Style,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEGEGA,,,,,,,,,AG-1,,Enabled,VEGEGA coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEGEGA,,,,,,,,,AG-1,,Enabled,VEGEGA coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEGEGA,,,,,,,,,AG-1,,Enabled,VEGEGA promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEGEGA,,,,,,,,,AG-1,,Enabled,VEGEGA promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEGEGA,,,,,,,,,AG-1,,Enabled,Promo code VEGEGA,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEGEGA,,,,,,,,,AG-1,,Enabled,Coupon VEGEGA,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEGEGA,,,,,,,,,AG-1,,Enabled,Coupon code VEGEGA,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEGEGA,,,,,,,,,AG-1,,Enabled,Coupon code for VEGEGA,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEGEGA,,,,,,,,,AG-1,,Enabled,Coupon for VEGEGA,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,VEGEGA,,,,,,,,,AG-1,,Enabled,Promo code for VEGEGA,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trak Racer EU,,,,,,,,,AG-1,,Enabled,Trak Racer EU coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trak Racer EU,,,,,,,,,AG-1,,Enabled,Trak Racer EU coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trak Racer EU,,,,,,,,,AG-1,,Enabled,Trak Racer EU promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trak Racer EU,,,,,,,,,AG-1,,Enabled,Trak Racer EU promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trak Racer EU,,,,,,,,,AG-1,,Enabled,Promo code Trak Racer EU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trak Racer EU,,,,,,,,,AG-1,,Enabled,Coupon Trak Racer EU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trak Racer EU,,,,,,,,,AG-1,,Enabled,Coupon code Trak Racer EU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trak Racer EU,,,,,,,,,AG-1,,Enabled,Coupon code for Trak Racer EU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trak Racer EU,,,,,,,,,AG-1,,Enabled,Coupon for Trak Racer EU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trak Racer EU,,,,,,,,,AG-1,,Enabled,Promo code for Trak Racer EU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CharCharms,,,,,,,,,AG-1,,Enabled,CharCharms coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CharCharms,,,,,,,,,AG-1,,Enabled,CharCharms coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CharCharms,,,,,,,,,AG-1,,Enabled,CharCharms promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CharCharms,,,,,,,,,AG-1,,Enabled,CharCharms promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CharCharms,,,,,,,,,AG-1,,Enabled,Promo code CharCharms,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CharCharms,,,,,,,,,AG-1,,Enabled,Coupon CharCharms,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CharCharms,,,,,,,,,AG-1,,Enabled,Coupon code CharCharms,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CharCharms,,,,,,,,,AG-1,,Enabled,Coupon code for CharCharms,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CharCharms,,,,,,,,,AG-1,,Enabled,Coupon for CharCharms,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CharCharms,,,,,,,,,AG-1,,Enabled,Promo code for CharCharms,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Scarlet Darkness,,,,,,,,,AG-1,,Enabled,Scarlet Darkness coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Scarlet Darkness,,,,,,,,,AG-1,,Enabled,Scarlet Darkness coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Scarlet Darkness,,,,,,,,,AG-1,,Enabled,Scarlet Darkness promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Scarlet Darkness,,,,,,,,,AG-1,,Enabled,Scarlet Darkness promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Scarlet Darkness,,,,,,,,,AG-1,,Enabled,Promo code Scarlet Darkness,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Scarlet Darkness,,,,,,,,,AG-1,,Enabled,Coupon Scarlet Darkness,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Scarlet Darkness,,,,,,,,,AG-1,,Enabled,Coupon code Scarlet Darkness,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Scarlet Darkness,,,,,,,,,AG-1,,Enabled,Coupon code for Scarlet Darkness,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Scarlet Darkness,,,,,,,,,AG-1,,Enabled,Coupon for Scarlet Darkness,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Scarlet Darkness,,,,,,,,,AG-1,,Enabled,Promo code for Scarlet Darkness,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vetiver Aromatics,,,,,,,,,AG-1,,Enabled,Vetiver Aromatics coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vetiver Aromatics,,,,,,,,,AG-1,,Enabled,Vetiver Aromatics coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vetiver Aromatics,,,,,,,,,AG-1,,Enabled,Vetiver Aromatics promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vetiver Aromatics,,,,,,,,,AG-1,,Enabled,Vetiver Aromatics promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vetiver Aromatics,,,,,,,,,AG-1,,Enabled,Promo code Vetiver Aromatics,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vetiver Aromatics,,,,,,,,,AG-1,,Enabled,Coupon Vetiver Aromatics,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vetiver Aromatics,,,,,,,,,AG-1,,Enabled,Coupon code Vetiver Aromatics,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vetiver Aromatics,,,,,,,,,AG-1,,Enabled,Coupon code for Vetiver Aromatics,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vetiver Aromatics,,,,,,,,,AG-1,,Enabled,Coupon for Vetiver Aromatics,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vetiver Aromatics,,,,,,,,,AG-1,,Enabled,Promo code for Vetiver Aromatics,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROLL-ROAD,,,,,,,,,AG-1,,Enabled,ROLL-ROAD coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROLL-ROAD,,,,,,,,,AG-1,,Enabled,ROLL-ROAD coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROLL-ROAD,,,,,,,,,AG-1,,Enabled,ROLL-ROAD promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROLL-ROAD,,,,,,,,,AG-1,,Enabled,ROLL-ROAD promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROLL-ROAD,,,,,,,,,AG-1,,Enabled,Promo code ROLL-ROAD,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROLL-ROAD,,,,,,,,,AG-1,,Enabled,Coupon ROLL-ROAD,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROLL-ROAD,,,,,,,,,AG-1,,Enabled,Coupon code ROLL-ROAD,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROLL-ROAD,,,,,,,,,AG-1,,Enabled,Coupon code for ROLL-ROAD,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROLL-ROAD,,,,,,,,,AG-1,,Enabled,Coupon for ROLL-ROAD,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROLL-ROAD,,,,,,,,,AG-1,,Enabled,Promo code for ROLL-ROAD,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ipowerqueen,,,,,,,,,AG-1,,Enabled,ipowerqueen coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ipowerqueen,,,,,,,,,AG-1,,Enabled,ipowerqueen coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ipowerqueen,,,,,,,,,AG-1,,Enabled,ipowerqueen promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ipowerqueen,,,,,,,,,AG-1,,Enabled,ipowerqueen promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ipowerqueen,,,,,,,,,AG-1,,Enabled,Promo code ipowerqueen,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ipowerqueen,,,,,,,,,AG-1,,Enabled,Coupon ipowerqueen,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ipowerqueen,,,,,,,,,AG-1,,Enabled,Coupon code ipowerqueen,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ipowerqueen,,,,,,,,,AG-1,,Enabled,Coupon code for ipowerqueen,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ipowerqueen,,,,,,,,,AG-1,,Enabled,Coupon for ipowerqueen,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ipowerqueen,,,,,,,,,AG-1,,Enabled,Promo code for ipowerqueen,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Loose Grown Diamond,,,,,,,,,AG-1,,Enabled,Loose Grown Diamond coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Loose Grown Diamond,,,,,,,,,AG-1,,Enabled,Loose Grown Diamond coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Loose Grown Diamond,,,,,,,,,AG-1,,Enabled,Loose Grown Diamond promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Loose Grown Diamond,,,,,,,,,AG-1,,Enabled,Loose Grown Diamond promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Loose Grown Diamond,,,,,,,,,AG-1,,Enabled,Promo code Loose Grown Diamond,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Loose Grown Diamond,,,,,,,,,AG-1,,Enabled,Coupon Loose Grown Diamond,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Loose Grown Diamond,,,,,,,,,AG-1,,Enabled,Coupon code Loose Grown Diamond,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Loose Grown Diamond,,,,,,,,,AG-1,,Enabled,Coupon code for Loose Grown Diamond,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Loose Grown Diamond,,,,,,,,,AG-1,,Enabled,Coupon for Loose Grown Diamond,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Loose Grown Diamond,,,,,,,,,AG-1,,Enabled,Promo code for Loose Grown Diamond,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DesignFormal,,,,,,,,,AG-1,,Enabled,DesignFormal coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DesignFormal,,,,,,,,,AG-1,,Enabled,DesignFormal coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DesignFormal,,,,,,,,,AG-1,,Enabled,DesignFormal promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DesignFormal,,,,,,,,,AG-1,,Enabled,DesignFormal promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DesignFormal,,,,,,,,,AG-1,,Enabled,Promo code DesignFormal,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DesignFormal,,,,,,,,,AG-1,,Enabled,Coupon DesignFormal,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DesignFormal,,,,,,,,,AG-1,,Enabled,Coupon code DesignFormal,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DesignFormal,,,,,,,,,AG-1,,Enabled,Coupon code for DesignFormal,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DesignFormal,,,,,,,,,AG-1,,Enabled,Coupon for DesignFormal,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DesignFormal,,,,,,,,,AG-1,,Enabled,Promo code for DesignFormal,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
