Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Keyword,Add,,Michu Australia,,,,,,,,,AG-1,,Enabled,Michu Australia promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Michu Australia,,,,,,,,,AG-1,,Enabled,Promo code Michu Australia,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Michu Australia,,,,,,,,,AG-1,,Enabled,Coupon Michu Australia,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Michu Australia,,,,,,,,,AG-1,,Enabled,Coupon code Michu Australia,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Michu Australia,,,,,,,,,AG-1,,Enabled,Coupon code for Michu Australia,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Michu Australia,,,,,,,,,AG-1,,Enabled,Coupon for Michu Australia,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Michu Australia,,,,,,,,,AG-1,,Enabled,Promo code for Michu Australia,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MidtownUmbrellas.com,,,,,,,,,AG-1,,Enabled,MidtownUmbrellas.com coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MidtownUmbrellas.com,,,,,,,,,AG-1,,Enabled,MidtownUmbrellas.com coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MidtownUmbrellas.com,,,,,,,,,AG-1,,Enabled,MidtownUmbrellas.com promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MidtownUmbrellas.com,,,,,,,,,AG-1,,Enabled,MidtownUmbrellas.com promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MidtownUmbrellas.com,,,,,,,,,AG-1,,Enabled,Promo code MidtownUmbrellas.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MidtownUmbrellas.com,,,,,,,,,AG-1,,Enabled,Coupon MidtownUmbrellas.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MidtownUmbrellas.com,,,,,,,,,AG-1,,Enabled,Coupon code MidtownUmbrellas.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MidtownUmbrellas.com,,,,,,,,,AG-1,,Enabled,Coupon code for MidtownUmbrellas.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MidtownUmbrellas.com,,,,,,,,,AG-1,,Enabled,Coupon for MidtownUmbrellas.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MidtownUmbrellas.com,,,,,,,,,AG-1,,Enabled,Promo code for MidtownUmbrellas.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Redmagic,,,,,,,,,AG-1,,Enabled,Redmagic coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Redmagic,,,,,,,,,AG-1,,Enabled,Redmagic coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Redmagic,,,,,,,,,AG-1,,Enabled,Redmagic promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Redmagic,,,,,,,,,AG-1,,Enabled,Redmagic promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Redmagic,,,,,,,,,AG-1,,Enabled,Promo code Redmagic,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Redmagic,,,,,,,,,AG-1,,Enabled,Coupon Redmagic,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Redmagic,,,,,,,,,AG-1,,Enabled,Coupon code Redmagic,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Redmagic,,,,,,,,,AG-1,,Enabled,Coupon code for Redmagic,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Redmagic,,,,,,,,,AG-1,,Enabled,Coupon for Redmagic,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Redmagic,,,,,,,,,AG-1,,Enabled,Promo code for Redmagic,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Govee,,,,,,,,,AG-1,,Enabled,Govee coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Govee,,,,,,,,,AG-1,,Enabled,Govee coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Govee,,,,,,,,,AG-1,,Enabled,Govee promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Govee,,,,,,,,,AG-1,,Enabled,Govee promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Govee,,,,,,,,,AG-1,,Enabled,Promo code Govee,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Govee,,,,,,,,,AG-1,,Enabled,Coupon Govee,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Govee,,,,,,,,,AG-1,,Enabled,Coupon code Govee,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Govee,,,,,,,,,AG-1,,Enabled,Coupon code for Govee,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Govee,,,,,,,,,AG-1,,Enabled,Coupon for Govee,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Govee,,,,,,,,,AG-1,,Enabled,Promo code for Govee,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DiscoverCars,,,,,,,,,AG-1,,Enabled,DiscoverCars coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DiscoverCars,,,,,,,,,AG-1,,Enabled,DiscoverCars coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DiscoverCars,,,,,,,,,AG-1,,Enabled,DiscoverCars promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DiscoverCars,,,,,,,,,AG-1,,Enabled,DiscoverCars promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DiscoverCars,,,,,,,,,AG-1,,Enabled,Promo code DiscoverCars,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DiscoverCars,,,,,,,,,AG-1,,Enabled,Coupon DiscoverCars,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DiscoverCars,,,,,,,,,AG-1,,Enabled,Coupon code DiscoverCars,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DiscoverCars,,,,,,,,,AG-1,,Enabled,Coupon code for DiscoverCars,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DiscoverCars,,,,,,,,,AG-1,,Enabled,Coupon for DiscoverCars,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,DiscoverCars,,,,,,,,,AG-1,,Enabled,Promo code for DiscoverCars,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Geekbuying,,,,,,,,,AG-1,,Enabled,Geekbuying coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Geekbuying,,,,,,,,,AG-1,,Enabled,Geekbuying coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Geekbuying,,,,,,,,,AG-1,,Enabled,Geekbuying promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Geekbuying,,,,,,,,,AG-1,,Enabled,Geekbuying promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Geekbuying,,,,,,,,,AG-1,,Enabled,Promo code Geekbuying,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Geekbuying,,,,,,,,,AG-1,,Enabled,Coupon Geekbuying,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Geekbuying,,,,,,,,,AG-1,,Enabled,Coupon code Geekbuying,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Geekbuying,,,,,,,,,AG-1,,Enabled,Coupon code for Geekbuying,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Geekbuying,,,,,,,,,AG-1,,Enabled,Coupon for Geekbuying,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Geekbuying,,,,,,,,,AG-1,,Enabled,Promo code for Geekbuying,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Italiarail [CPS] Many GEOs,,,,,,,,,AG-1,,Enabled,Italiarail [CPS] Many GEOs coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Italiarail [CPS] Many GEOs,,,,,,,,,AG-1,,Enabled,Italiarail [CPS] Many GEOs coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Italiarail [CPS] Many GEOs,,,,,,,,,AG-1,,Enabled,Italiarail [CPS] Many GEOs promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Italiarail [CPS] Many GEOs,,,,,,,,,AG-1,,Enabled,Italiarail [CPS] Many GEOs promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Italiarail [CPS] Many GEOs,,,,,,,,,AG-1,,Enabled,Promo code Italiarail [CPS] Many GEOs,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Italiarail [CPS] Many GEOs,,,,,,,,,AG-1,,Enabled,Coupon Italiarail [CPS] Many GEOs,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Italiarail [CPS] Many GEOs,,,,,,,,,AG-1,,Enabled,Coupon code Italiarail [CPS] Many GEOs,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Italiarail [CPS] Many GEOs,,,,,,,,,AG-1,,Enabled,Coupon code for Italiarail [CPS] Many GEOs,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Italiarail [CPS] Many GEOs,,,,,,,,,AG-1,,Enabled,Coupon for Italiarail [CPS] Many GEOs,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Italiarail [CPS] Many GEOs,,,,,,,,,AG-1,,Enabled,Promo code for Italiarail [CPS] Many GEOs,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Linsoul Audio,,,,,,,,,AG-1,,Enabled,Linsoul Audio coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Linsoul Audio,,,,,,,,,AG-1,,Enabled,Linsoul Audio coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Linsoul Audio,,,,,,,,,AG-1,,Enabled,Linsoul Audio promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Linsoul Audio,,,,,,,,,AG-1,,Enabled,Linsoul Audio promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Linsoul Audio,,,,,,,,,AG-1,,Enabled,Promo code Linsoul Audio,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Linsoul Audio,,,,,,,,,AG-1,,Enabled,Coupon Linsoul Audio,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Linsoul Audio,,,,,,,,,AG-1,,Enabled,Coupon code Linsoul Audio,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Linsoul Audio,,,,,,,,,AG-1,,Enabled,Coupon code for Linsoul Audio,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Linsoul Audio,,,,,,,,,AG-1,,Enabled,Coupon for Linsoul Audio,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Linsoul Audio,,,,,,,,,AG-1,,Enabled,Promo code for Linsoul Audio,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Yeslak Tesla Accessories,,,,,,,,,AG-1,,Enabled,Yeslak Tesla Accessories coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Yeslak Tesla Accessories,,,,,,,,,AG-1,,Enabled,Yeslak Tesla Accessories coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Yeslak Tesla Accessories,,,,,,,,,AG-1,,Enabled,Yeslak Tesla Accessories promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Yeslak Tesla Accessories,,,,,,,,,AG-1,,Enabled,Yeslak Tesla Accessories promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Yeslak Tesla Accessories,,,,,,,,,AG-1,,Enabled,Promo code Yeslak Tesla Accessories,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Yeslak Tesla Accessories,,,,,,,,,AG-1,,Enabled,Coupon Yeslak Tesla Accessories,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Yeslak Tesla Accessories,,,,,,,,,AG-1,,Enabled,Coupon code Yeslak Tesla Accessories,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Yeslak Tesla Accessories,,,,,,,,,AG-1,,Enabled,Coupon code for Yeslak Tesla Accessories,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Yeslak Tesla Accessories,,,,,,,,,AG-1,,Enabled,Coupon for Yeslak Tesla Accessories,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Yeslak Tesla Accessories,,,,,,,,,AG-1,,Enabled,Promo code for Yeslak Tesla Accessories,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maono,,,,,,,,,AG-1,,Enabled,Maono coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maono,,,,,,,,,AG-1,,Enabled,Maono coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maono,,,,,,,,,AG-1,,Enabled,Maono promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maono,,,,,,,,,AG-1,,Enabled,Maono promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maono,,,,,,,,,AG-1,,Enabled,Promo code Maono,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maono,,,,,,,,,AG-1,,Enabled,Coupon Maono,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maono,,,,,,,,,AG-1,,Enabled,Coupon code Maono,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maono,,,,,,,,,AG-1,,Enabled,Coupon code for Maono,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maono,,,,,,,,,AG-1,,Enabled,Coupon for Maono,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Maono,,,,,,,,,AG-1,,Enabled,Promo code for Maono,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trampoline Parts and Supply,,,,,,,,,AG-1,,Enabled,Trampoline Parts and Supply coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trampoline Parts and Supply,,,,,,,,,AG-1,,Enabled,Trampoline Parts and Supply coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trampoline Parts and Supply,,,,,,,,,AG-1,,Enabled,Trampoline Parts and Supply promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trampoline Parts and Supply,,,,,,,,,AG-1,,Enabled,Trampoline Parts and Supply promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trampoline Parts and Supply,,,,,,,,,AG-1,,Enabled,Promo code Trampoline Parts and Supply,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trampoline Parts and Supply,,,,,,,,,AG-1,,Enabled,Coupon Trampoline Parts and Supply,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trampoline Parts and Supply,,,,,,,,,AG-1,,Enabled,Coupon code Trampoline Parts and Supply,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trampoline Parts and Supply,,,,,,,,,AG-1,,Enabled,Coupon code for Trampoline Parts and Supply,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trampoline Parts and Supply,,,,,,,,,AG-1,,Enabled,Coupon for Trampoline Parts and Supply,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Trampoline Parts and Supply,,,,,,,,,AG-1,,Enabled,Promo code for Trampoline Parts and Supply,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,SwitchBot,,,,,,,,,AG-1,,Enabled,SwitchBot coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,SwitchBot,,,,,,,,,AG-1,,Enabled,SwitchBot coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,SwitchBot,,,,,,,,,AG-1,,Enabled,SwitchBot promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,SwitchBot,,,,,,,,,AG-1,,Enabled,SwitchBot promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,SwitchBot,,,,,,,,,AG-1,,Enabled,Promo code SwitchBot,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,SwitchBot,,,,,,,,,AG-1,,Enabled,Coupon SwitchBot,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,SwitchBot,,,,,,,,,AG-1,,Enabled,Coupon code SwitchBot,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,SwitchBot,,,,,,,,,AG-1,,Enabled,Coupon code for SwitchBot,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
