Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Keyword,Add,,"Cardiff, Inc.",,,,,,,,,AG-1,,Enabled,"Coupon code for Cardiff, Inc.",Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,"Cardiff, Inc.",,,,,,,,,AG-1,,Enabled,"Coupon for Cardiff, Inc.",Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,"Cardiff, Inc.",,,,,,,,,AG-1,,Enabled,"Promo code for Cardiff, Inc.",Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Nobis,,,,,,,,,AG-1,,Enabled,Nobis coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Nobis,,,,,,,,,AG-1,,Enabled,Nobis coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Nobis,,,,,,,,,AG-1,,Enabled,Nobis promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Nobis,,,,,,,,,AG-1,,Enabled,Nobis promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Nobis,,,,,,,,,AG-1,,Enabled,Promo code Nobis,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Nobis,,,,,,,,,AG-1,,Enabled,Coupon Nobis,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Nobis,,,,,,,,,AG-1,,Enabled,Coupon code Nobis,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Nobis,,,,,,,,,AG-1,,Enabled,Coupon code for Nobis,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Nobis,,,,,,,,,AG-1,,Enabled,Coupon for Nobis,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Nobis,,,,,,,,,AG-1,,Enabled,Promo code for Nobis,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Airwallex,,,,,,,,,AG-1,,Enabled,Airwallex coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Airwallex,,,,,,,,,AG-1,,Enabled,Airwallex coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Airwallex,,,,,,,,,AG-1,,Enabled,Airwallex promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Airwallex,,,,,,,,,AG-1,,Enabled,Airwallex promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Airwallex,,,,,,,,,AG-1,,Enabled,Promo code Airwallex,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Airwallex,,,,,,,,,AG-1,,Enabled,Coupon Airwallex,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Airwallex,,,,,,,,,AG-1,,Enabled,Coupon code Airwallex,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Airwallex,,,,,,,,,AG-1,,Enabled,Coupon code for Airwallex,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Airwallex,,,,,,,,,AG-1,,Enabled,Coupon for Airwallex,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Airwallex,,,,,,,,,AG-1,,Enabled,Promo code for Airwallex,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,AngelsHorn,,,,,,,,,AG-1,,Enabled,AngelsHorn coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,AngelsHorn,,,,,,,,,AG-1,,Enabled,AngelsHorn coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,AngelsHorn,,,,,,,,,AG-1,,Enabled,AngelsHorn promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,AngelsHorn,,,,,,,,,AG-1,,Enabled,AngelsHorn promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,AngelsHorn,,,,,,,,,AG-1,,Enabled,Promo code AngelsHorn,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,AngelsHorn,,,,,,,,,AG-1,,Enabled,Coupon AngelsHorn,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,AngelsHorn,,,,,,,,,AG-1,,Enabled,Coupon code AngelsHorn,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,AngelsHorn,,,,,,,,,AG-1,,Enabled,Coupon code for AngelsHorn,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,AngelsHorn,,,,,,,,,AG-1,,Enabled,Coupon for AngelsHorn,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,AngelsHorn,,,,,,,,,AG-1,,Enabled,Promo code for AngelsHorn,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,wowangel,,,,,,,,,AG-1,,Enabled,wowangel coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,wowangel,,,,,,,,,AG-1,,Enabled,wowangel coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,wowangel,,,,,,,,,AG-1,,Enabled,wowangel promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,wowangel,,,,,,,,,AG-1,,Enabled,wowangel promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,wowangel,,,,,,,,,AG-1,,Enabled,Promo code wowangel,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,wowangel,,,,,,,,,AG-1,,Enabled,Coupon wowangel,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,wowangel,,,,,,,,,AG-1,,Enabled,Coupon code wowangel,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,wowangel,,,,,,,,,AG-1,,Enabled,Coupon code for wowangel,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,wowangel,,,,,,,,,AG-1,,Enabled,Coupon for wowangel,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,wowangel,,,,,,,,,AG-1,,Enabled,Promo code for wowangel,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,LONGER | Best 3D Printers & Laser Engravers,,,,,,,,,AG-1,,Enabled,LONGER | Best 3D Printers & Laser Engravers coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,LONGER | Best 3D Printers & Laser Engravers,,,,,,,,,AG-1,,Enabled,LONGER | Best 3D Printers & Laser Engravers coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,LONGER | Best 3D Printers & Laser Engravers,,,,,,,,,AG-1,,Enabled,LONGER | Best 3D Printers & Laser Engravers promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,LONGER | Best 3D Printers & Laser Engravers,,,,,,,,,AG-1,,Enabled,LONGER | Best 3D Printers & Laser Engravers promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,LONGER | Best 3D Printers & Laser Engravers,,,,,,,,,AG-1,,Enabled,Promo code LONGER | Best 3D Printers & Laser Engravers,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,LONGER | Best 3D Printers & Laser Engravers,,,,,,,,,AG-1,,Enabled,Coupon LONGER | Best 3D Printers & Laser Engravers,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,LONGER | Best 3D Printers & Laser Engravers,,,,,,,,,AG-1,,Enabled,Coupon code LONGER | Best 3D Printers & Laser Engravers,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,LONGER | Best 3D Printers & Laser Engravers,,,,,,,,,AG-1,,Enabled,Coupon code for LONGER | Best 3D Printers & Laser Engravers,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,LONGER | Best 3D Printers & Laser Engravers,,,,,,,,,AG-1,,Enabled,Coupon for LONGER | Best 3D Printers & Laser Engravers,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,LONGER | Best 3D Printers & Laser Engravers,,,,,,,,,AG-1,,Enabled,Promo code for LONGER | Best 3D Printers & Laser Engravers,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,XS-Stock,,,,,,,,,AG-1,,Enabled,XS-Stock coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,XS-Stock,,,,,,,,,AG-1,,Enabled,XS-Stock coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,XS-Stock,,,,,,,,,AG-1,,Enabled,XS-Stock promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,XS-Stock,,,,,,,,,AG-1,,Enabled,XS-Stock promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,XS-Stock,,,,,,,,,AG-1,,Enabled,Promo code XS-Stock,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,XS-Stock,,,,,,,,,AG-1,,Enabled,Coupon XS-Stock,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,XS-Stock,,,,,,,,,AG-1,,Enabled,Coupon code XS-Stock,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,XS-Stock,,,,,,,,,AG-1,,Enabled,Coupon code for XS-Stock,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,XS-Stock,,,,,,,,,AG-1,,Enabled,Coupon for XS-Stock,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,XS-Stock,,,,,,,,,AG-1,,Enabled,Promo code for XS-Stock,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Arccaptain Welder,,,,,,,,,AG-1,,Enabled,Arccaptain Welder coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Arccaptain Welder,,,,,,,,,AG-1,,Enabled,Arccaptain Welder coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Arccaptain Welder,,,,,,,,,AG-1,,Enabled,Arccaptain Welder promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Arccaptain Welder,,,,,,,,,AG-1,,Enabled,Arccaptain Welder promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Arccaptain Welder,,,,,,,,,AG-1,,Enabled,Promo code Arccaptain Welder,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Arccaptain Welder,,,,,,,,,AG-1,,Enabled,Coupon Arccaptain Welder,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Arccaptain Welder,,,,,,,,,AG-1,,Enabled,Coupon code Arccaptain Welder,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Arccaptain Welder,,,,,,,,,AG-1,,Enabled,Coupon code for Arccaptain Welder,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Arccaptain Welder,,,,,,,,,AG-1,,Enabled,Coupon for Arccaptain Welder,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Arccaptain Welder,,,,,,,,,AG-1,,Enabled,Promo code for Arccaptain Welder,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Elevate Styles,,,,,,,,,AG-1,,Enabled,Elevate Styles coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Elevate Styles,,,,,,,,,AG-1,,Enabled,Elevate Styles coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Elevate Styles,,,,,,,,,AG-1,,Enabled,Elevate Styles promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Elevate Styles,,,,,,,,,AG-1,,Enabled,Elevate Styles promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Elevate Styles,,,,,,,,,AG-1,,Enabled,Promo code Elevate Styles,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Elevate Styles,,,,,,,,,AG-1,,Enabled,Coupon Elevate Styles,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Elevate Styles,,,,,,,,,AG-1,,Enabled,Coupon code Elevate Styles,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Elevate Styles,,,,,,,,,AG-1,,Enabled,Coupon code for Elevate Styles,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Elevate Styles,,,,,,,,,AG-1,,Enabled,Coupon for Elevate Styles,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Elevate Styles,,,,,,,,,AG-1,,Enabled,Promo code for Elevate Styles,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Index Bath,,,,,,,,,AG-1,,Enabled,Index Bath coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Index Bath,,,,,,,,,AG-1,,Enabled,Index Bath coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Index Bath,,,,,,,,,AG-1,,Enabled,Index Bath promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Index Bath,,,,,,,,,AG-1,,Enabled,Index Bath promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Index Bath,,,,,,,,,AG-1,,Enabled,Promo code Index Bath,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Index Bath,,,,,,,,,AG-1,,Enabled,Coupon Index Bath,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
