Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Paused,ISOMERSLAB.NET,Search,Google search,10,Daily,Maximize clicks,0.40,en,2826;2840,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,sonicred,Search,Google search,10,Daily,Maximize clicks,0.40,en,2840;2124;2826,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,MuscleMeds,Search,Google search,10,Daily,Maximize clicks,0.40,en,2840;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,ALCAD,Search,Google search,10,Daily,Maximize clicks,0.40,en,2840;2826,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,CheryLife Inc,Search,Google search,10,Daily,Maximize clicks,0.40,en,2840;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,carpuride,Search,Google search,10,Daily,Maximize clicks,0.40,en,2840;2826;2276,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Flower and Twig Nursery,Search,Google search,10,Daily,Maximize clicks,0.40,en,2036;2840;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,GK HAIR EUROPE,Search,Google search,10,Daily,Maximize clicks,0.40,en,2840;2826,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,GK Hair USA,Search,Google search,10,Daily,Maximize clicks,0.40,en,2840,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Friendship Lamps,Search,Google search,10,Daily,Maximize clicks,0.40,en,2840;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Paddlepro.com,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,BOMBOFFICIAL,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Cowderry,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,7or9,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Belledorm,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Vaporesso Store,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Sambas the Bambas,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,CURVD,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Afobrick,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Eyebrow Queen Pro,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,ISOMERSLAB.NET,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,sonicred,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,MuscleMeds,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,ALCAD,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,CheryLife Inc,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,carpuride,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Flower and Twig Nursery,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,GK HAIR EUROPE,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,GK Hair USA,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Friendship Lamps,,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Paddlepro.com,,,,,,,,,,AG-1,,Enabled,Paddlepro.com coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Paddlepro.com,,,,,,,,,,AG-1,,Enabled,Paddlepro.com coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Paddlepro.com,,,,,,,,,,AG-1,,Enabled,Paddlepro.com promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Paddlepro.com,,,,,,,,,,AG-1,,Enabled,Paddlepro.com promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Paddlepro.com,,,,,,,,,,AG-1,,Enabled,Promo code Paddlepro.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Paddlepro.com,,,,,,,,,,AG-1,,Enabled,Coupon Paddlepro.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Paddlepro.com,,,,,,,,,,AG-1,,Enabled,Coupon code Paddlepro.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Paddlepro.com,,,,,,,,,,AG-1,,Enabled,Coupon code for Paddlepro.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Paddlepro.com,,,,,,,,,,AG-1,,Enabled,Coupon for Paddlepro.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Paddlepro.com,,,,,,,,,,AG-1,,Enabled,Promo code for Paddlepro.com,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,BOMBOFFICIAL,,,,,,,,,,AG-1,,Enabled,BOMBOFFICIAL coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,BOMBOFFICIAL,,,,,,,,,,AG-1,,Enabled,BOMBOFFICIAL coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,BOMBOFFICIAL,,,,,,,,,,AG-1,,Enabled,BOMBOFFICIAL promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,BOMBOFFICIAL,,,,,,,,,,AG-1,,Enabled,BOMBOFFICIAL promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,BOMBOFFICIAL,,,,,,,,,,AG-1,,Enabled,Promo code BOMBOFFICIAL,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,BOMBOFFICIAL,,,,,,,,,,AG-1,,Enabled,Coupon BOMBOFFICIAL,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,BOMBOFFICIAL,,,,,,,,,,AG-1,,Enabled,Coupon code BOMBOFFICIAL,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,BOMBOFFICIAL,,,,,,,,,,AG-1,,Enabled,Coupon code for BOMBOFFICIAL,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,BOMBOFFICIAL,,,,,,,,,,AG-1,,Enabled,Coupon for BOMBOFFICIAL,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,BOMBOFFICIAL,,,,,,,,,,AG-1,,Enabled,Promo code for BOMBOFFICIAL,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Cowderry,,,,,,,,,,AG-1,,Enabled,Cowderry coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Cowderry,,,,,,,,,,AG-1,,Enabled,Cowderry coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Cowderry,,,,,,,,,,AG-1,,Enabled,Cowderry promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Cowderry,,,,,,,,,,AG-1,,Enabled,Cowderry promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Cowderry,,,,,,,,,,AG-1,,Enabled,Promo code Cowderry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Cowderry,,,,,,,,,,AG-1,,Enabled,Coupon Cowderry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Cowderry,,,,,,,,,,AG-1,,Enabled,Coupon code Cowderry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Cowderry,,,,,,,,,,AG-1,,Enabled,Coupon code for Cowderry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Cowderry,,,,,,,,,,AG-1,,Enabled,Coupon for Cowderry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Cowderry,,,,,,,,,,AG-1,,Enabled,Promo code for Cowderry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,7or9,,,,,,,,,,AG-1,,Enabled,7or9 coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,7or9,,,,,,,,,,AG-1,,Enabled,7or9 coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,7or9,,,,,,,,,,AG-1,,Enabled,7or9 promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,7or9,,,,,,,,,,AG-1,,Enabled,7or9 promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,7or9,,,,,,,,,,AG-1,,Enabled,Promo code 7or9,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,7or9,,,,,,,,,,AG-1,,Enabled,Coupon 7or9,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,7or9,,,,,,,,,,AG-1,,Enabled,Coupon code 7or9,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,7or9,,,,,,,,,,AG-1,,Enabled,Coupon code for 7or9,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,7or9,,,,,,,,,,AG-1,,Enabled,Coupon for 7or9,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,7or9,,,,,,,,,,AG-1,,Enabled,Promo code for 7or9,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Belledorm,,,,,,,,,,AG-1,,Enabled,Belledorm coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Belledorm,,,,,,,,,,AG-1,,Enabled,Belledorm coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Belledorm,,,,,,,,,,AG-1,,Enabled,Belledorm promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Belledorm,,,,,,,,,,AG-1,,Enabled,Belledorm promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Belledorm,,,,,,,,,,AG-1,,Enabled,Promo code Belledorm,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Belledorm,,,,,,,,,,AG-1,,Enabled,Coupon Belledorm,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Belledorm,,,,,,,,,,AG-1,,Enabled,Coupon code Belledorm,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Belledorm,,,,,,,,,,AG-1,,Enabled,Coupon code for Belledorm,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Belledorm,,,,,,,,,,AG-1,,Enabled,Coupon for Belledorm,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Belledorm,,,,,,,,,,AG-1,,Enabled,Promo code for Belledorm,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vaporesso Store,,,,,,,,,,AG-1,,Enabled,Vaporesso Store coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vaporesso Store,,,,,,,,,,AG-1,,Enabled,Vaporesso Store coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vaporesso Store,,,,,,,,,,AG-1,,Enabled,Vaporesso Store promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vaporesso Store,,,,,,,,,,AG-1,,Enabled,Vaporesso Store promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vaporesso Store,,,,,,,,,,AG-1,,Enabled,Promo code Vaporesso Store,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vaporesso Store,,,,,,,,,,AG-1,,Enabled,Coupon Vaporesso Store,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vaporesso Store,,,,,,,,,,AG-1,,Enabled,Coupon code Vaporesso Store,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vaporesso Store,,,,,,,,,,AG-1,,Enabled,Coupon code for Vaporesso Store,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vaporesso Store,,,,,,,,,,AG-1,,Enabled,Coupon for Vaporesso Store,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Vaporesso Store,,,,,,,,,,AG-1,,Enabled,Promo code for Vaporesso Store,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Sambas the Bambas,,,,,,,,,,AG-1,,Enabled,Sambas the Bambas coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Sambas the Bambas,,,,,,,,,,AG-1,,Enabled,Sambas the Bambas coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Sambas the Bambas,,,,,,,,,,AG-1,,Enabled,Sambas the Bambas promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Sambas the Bambas,,,,,,,,,,AG-1,,Enabled,Sambas the Bambas promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Sambas the Bambas,,,,,,,,,,AG-1,,Enabled,Promo code Sambas the Bambas,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Sambas the Bambas,,,,,,,,,,AG-1,,Enabled,Coupon Sambas the Bambas,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Sambas the Bambas,,,,,,,,,,AG-1,,Enabled,Coupon code Sambas the Bambas,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Sambas the Bambas,,,,,,,,,,AG-1,,Enabled,Coupon code for Sambas the Bambas,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Sambas the Bambas,,,,,,,,,,AG-1,,Enabled,Coupon for Sambas the Bambas,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Sambas the Bambas,,,,,,,,,,AG-1,,Enabled,Promo code for Sambas the Bambas,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CURVD,,,,,,,,,,AG-1,,Enabled,CURVD coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CURVD,,,,,,,,,,AG-1,,Enabled,CURVD coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CURVD,,,,,,,,,,AG-1,,Enabled,CURVD promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CURVD,,,,,,,,,,AG-1,,Enabled,CURVD promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CURVD,,,,,,,,,,AG-1,,Enabled,Promo code CURVD,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CURVD,,,,,,,,,,AG-1,,Enabled,Coupon CURVD,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CURVD,,,,,,,,,,AG-1,,Enabled,Coupon code CURVD,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CURVD,,,,,,,,,,AG-1,,Enabled,Coupon code for CURVD,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CURVD,,,,,,,,,,AG-1,,Enabled,Coupon for CURVD,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,CURVD,,,,,,,,,,AG-1,,Enabled,Promo code for CURVD,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Afobrick,,,,,,,,,,AG-1,,Enabled,Afobrick coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Afobrick,,,,,,,,,,AG-1,,Enabled,Afobrick coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Afobrick,,,,,,,,,,AG-1,,Enabled,Afobrick promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Afobrick,,,,,,,,,,AG-1,,Enabled,Afobrick promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Afobrick,,,,,,,,,,AG-1,,Enabled,Promo code Afobrick,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Afobrick,,,,,,,,,,AG-1,,Enabled,Coupon Afobrick,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Afobrick,,,,,,,,,,AG-1,,Enabled,Coupon code Afobrick,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Afobrick,,,,,,,,,,AG-1,,Enabled,Coupon code for Afobrick,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Afobrick,,,,,,,,,,AG-1,,Enabled,Coupon for Afobrick,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Afobrick,,,,,,,,,,AG-1,,Enabled,Promo code for Afobrick,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Eyebrow Queen Pro,,,,,,,,,,AG-1,,Enabled,Eyebrow Queen Pro coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Eyebrow Queen Pro,,,,,,,,,,AG-1,,Enabled,Eyebrow Queen Pro coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Eyebrow Queen Pro,,,,,,,,,,AG-1,,Enabled,Eyebrow Queen Pro promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Eyebrow Queen Pro,,,,,,,,,,AG-1,,Enabled,Eyebrow Queen Pro promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Eyebrow Queen Pro,,,,,,,,,,AG-1,,Enabled,Promo code Eyebrow Queen Pro,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Eyebrow Queen Pro,,,,,,,,,,AG-1,,Enabled,Coupon Eyebrow Queen Pro,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Eyebrow Queen Pro,,,,,,,,,,AG-1,,Enabled,Coupon code Eyebrow Queen Pro,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Eyebrow Queen Pro,,,,,,,,,,AG-1,,Enabled,Coupon code for Eyebrow Queen Pro,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Eyebrow Queen Pro,,,,,,,,,,AG-1,,Enabled,Coupon for Eyebrow Queen Pro,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Eyebrow Queen Pro,,,,,,,,,,AG-1,,Enabled,Promo code for Eyebrow Queen Pro,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ISOMERSLAB.NET,,,,,,,,,,AG-1,,Enabled,ISOMERSLAB.NET coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ISOMERSLAB.NET,,,,,,,,,,AG-1,,Enabled,ISOMERSLAB.NET coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ISOMERSLAB.NET,,,,,,,,,,AG-1,,Enabled,ISOMERSLAB.NET promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ISOMERSLAB.NET,,,,,,,,,,AG-1,,Enabled,ISOMERSLAB.NET promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ISOMERSLAB.NET,,,,,,,,,,AG-1,,Enabled,Promo code ISOMERSLAB.NET,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ISOMERSLAB.NET,,,,,,,,,,AG-1,,Enabled,Coupon ISOMERSLAB.NET,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ISOMERSLAB.NET,,,,,,,,,,AG-1,,Enabled,Coupon code ISOMERSLAB.NET,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ISOMERSLAB.NET,,,,,,,,,,AG-1,,Enabled,Coupon code for ISOMERSLAB.NET,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ISOMERSLAB.NET,,,,,,,,,,AG-1,,Enabled,Coupon for ISOMERSLAB.NET,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ISOMERSLAB.NET,,,,,,,,,,AG-1,,Enabled,Promo code for ISOMERSLAB.NET,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,sonicred,,,,,,,,,,AG-1,,Enabled,sonicred coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,sonicred,,,,,,,,,,AG-1,,Enabled,sonicred coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,sonicred,,,,,,,,,,AG-1,,Enabled,sonicred promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,sonicred,,,,,,,,,,AG-1,,Enabled,sonicred promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,sonicred,,,,,,,,,,AG-1,,Enabled,Promo code sonicred,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,sonicred,,,,,,,,,,AG-1,,Enabled,Coupon sonicred,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,sonicred,,,,,,,,,,AG-1,,Enabled,Coupon code sonicred,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,sonicred,,,,,,,,,,AG-1,,Enabled,Coupon code for sonicred,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,sonicred,,,,,,,,,,AG-1,,Enabled,Coupon for sonicred,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,sonicred,,,,,,,,,,AG-1,,Enabled,Promo code for sonicred,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MuscleMeds,,,,,,,,,,AG-1,,Enabled,MuscleMeds coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MuscleMeds,,,,,,,,,,AG-1,,Enabled,MuscleMeds coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MuscleMeds,,,,,,,,,,AG-1,,Enabled,MuscleMeds promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MuscleMeds,,,,,,,,,,AG-1,,Enabled,MuscleMeds promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MuscleMeds,,,,,,,,,,AG-1,,Enabled,Promo code MuscleMeds,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MuscleMeds,,,,,,,,,,AG-1,,Enabled,Coupon MuscleMeds,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MuscleMeds,,,,,,,,,,AG-1,,Enabled,Coupon code MuscleMeds,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MuscleMeds,,,,,,,,,,AG-1,,Enabled,Coupon code for MuscleMeds,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
