Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Campaign,Add,Paused,Amir Oud Fragrance,Search,Google search,10,Daily,Maximize clicks,en,2840;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Earthworks Health,Search,Google search,10,Daily,Maximize clicks,en,2840;2124;2826,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,rarjsm,Search,Google search,10,Daily,Maximize clicks,en,2840;2250;2276,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,OrganoLinen,Search,Google search,10,Daily,Maximize clicks,en,2840;2036,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Pizzello,Search,Google search,10,Daily,Maximize clicks,en,2840;2124;2826,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Scott Hawaii,Search,Google search,10,Daily,Maximize clicks,en,2840;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,KOCF.com - Car Parts,Search,Google search,10,Daily,Maximize clicks,en,2840;2124,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campaign,Add,Paused,Miss Mary's Mix,Search,Google search,10,Daily,Maximize clicks,en,2840;2124;2826,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Ausomstore,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,happyrunsports,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,ROCKBROS,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,HARD'N'HEAVY,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,MEWCATS,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,RESINERS,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Felicegals,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Art of Paint by Numbers,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Engwe-bikes-EU,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,The Newkits,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Al-Rashad Inc,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Boogzel Apparel,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Amir Oud Fragrance,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Earthworks Health,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,rarjsm,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,OrganoLinen,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Pizzello,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Scott Hawaii,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,KOCF.com - Car Parts,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ad group,Add,,Miss Mary's Mix,,,,,,,,,AG-1,Enabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Ausomstore,,,,,,,,,AG-1,,Enabled,Ausomstore coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Ausomstore,,,,,,,,,AG-1,,Enabled,Ausomstore coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Ausomstore,,,,,,,,,AG-1,,Enabled,Ausomstore promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Ausomstore,,,,,,,,,AG-1,,Enabled,Ausomstore promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Ausomstore,,,,,,,,,AG-1,,Enabled,Promo code Ausomstore,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Ausomstore,,,,,,,,,AG-1,,Enabled,Coupon Ausomstore,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Ausomstore,,,,,,,,,AG-1,,Enabled,Coupon code Ausomstore,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Ausomstore,,,,,,,,,AG-1,,Enabled,Coupon code for Ausomstore,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Ausomstore,,,,,,,,,AG-1,,Enabled,Coupon for Ausomstore,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Ausomstore,,,,,,,,,AG-1,,Enabled,Promo code for Ausomstore,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,happyrunsports,,,,,,,,,AG-1,,Enabled,happyrunsports coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,happyrunsports,,,,,,,,,AG-1,,Enabled,happyrunsports coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,happyrunsports,,,,,,,,,AG-1,,Enabled,happyrunsports promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,happyrunsports,,,,,,,,,AG-1,,Enabled,happyrunsports promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,happyrunsports,,,,,,,,,AG-1,,Enabled,Promo code happyrunsports,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,happyrunsports,,,,,,,,,AG-1,,Enabled,Coupon happyrunsports,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,happyrunsports,,,,,,,,,AG-1,,Enabled,Coupon code happyrunsports,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,happyrunsports,,,,,,,,,AG-1,,Enabled,Coupon code for happyrunsports,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,happyrunsports,,,,,,,,,AG-1,,Enabled,Coupon for happyrunsports,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,happyrunsports,,,,,,,,,AG-1,,Enabled,Promo code for happyrunsports,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROCKBROS,,,,,,,,,AG-1,,Enabled,ROCKBROS coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROCKBROS,,,,,,,,,AG-1,,Enabled,ROCKBROS coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROCKBROS,,,,,,,,,AG-1,,Enabled,ROCKBROS promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROCKBROS,,,,,,,,,AG-1,,Enabled,ROCKBROS promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROCKBROS,,,,,,,,,AG-1,,Enabled,Promo code ROCKBROS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROCKBROS,,,,,,,,,AG-1,,Enabled,Coupon ROCKBROS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROCKBROS,,,,,,,,,AG-1,,Enabled,Coupon code ROCKBROS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROCKBROS,,,,,,,,,AG-1,,Enabled,Coupon code for ROCKBROS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROCKBROS,,,,,,,,,AG-1,,Enabled,Coupon for ROCKBROS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,ROCKBROS,,,,,,,,,AG-1,,Enabled,Promo code for ROCKBROS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HARD'N'HEAVY,,,,,,,,,AG-1,,Enabled,HARD'N'HEAVY coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HARD'N'HEAVY,,,,,,,,,AG-1,,Enabled,HARD'N'HEAVY coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HARD'N'HEAVY,,,,,,,,,AG-1,,Enabled,HARD'N'HEAVY promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HARD'N'HEAVY,,,,,,,,,AG-1,,Enabled,HARD'N'HEAVY promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HARD'N'HEAVY,,,,,,,,,AG-1,,Enabled,Promo code HARD'N'HEAVY,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HARD'N'HEAVY,,,,,,,,,AG-1,,Enabled,Coupon HARD'N'HEAVY,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HARD'N'HEAVY,,,,,,,,,AG-1,,Enabled,Coupon code HARD'N'HEAVY,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HARD'N'HEAVY,,,,,,,,,AG-1,,Enabled,Coupon code for HARD'N'HEAVY,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HARD'N'HEAVY,,,,,,,,,AG-1,,Enabled,Coupon for HARD'N'HEAVY,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,HARD'N'HEAVY,,,,,,,,,AG-1,,Enabled,Promo code for HARD'N'HEAVY,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MEWCATS,,,,,,,,,AG-1,,Enabled,MEWCATS coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MEWCATS,,,,,,,,,AG-1,,Enabled,MEWCATS coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MEWCATS,,,,,,,,,AG-1,,Enabled,MEWCATS promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MEWCATS,,,,,,,,,AG-1,,Enabled,MEWCATS promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MEWCATS,,,,,,,,,AG-1,,Enabled,Promo code MEWCATS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MEWCATS,,,,,,,,,AG-1,,Enabled,Coupon MEWCATS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MEWCATS,,,,,,,,,AG-1,,Enabled,Coupon code MEWCATS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MEWCATS,,,,,,,,,AG-1,,Enabled,Coupon code for MEWCATS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MEWCATS,,,,,,,,,AG-1,,Enabled,Coupon for MEWCATS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,MEWCATS,,,,,,,,,AG-1,,Enabled,Promo code for MEWCATS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,RESINERS,,,,,,,,,AG-1,,Enabled,RESINERS coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,RESINERS,,,,,,,,,AG-1,,Enabled,RESINERS coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,RESINERS,,,,,,,,,AG-1,,Enabled,RESINERS promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,RESINERS,,,,,,,,,AG-1,,Enabled,RESINERS promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,RESINERS,,,,,,,,,AG-1,,Enabled,Promo code RESINERS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,RESINERS,,,,,,,,,AG-1,,Enabled,Coupon RESINERS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,RESINERS,,,,,,,,,AG-1,,Enabled,Coupon code RESINERS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,RESINERS,,,,,,,,,AG-1,,Enabled,Coupon code for RESINERS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,RESINERS,,,,,,,,,AG-1,,Enabled,Coupon for RESINERS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,RESINERS,,,,,,,,,AG-1,,Enabled,Promo code for RESINERS,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Felicegals,,,,,,,,,AG-1,,Enabled,Felicegals coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Felicegals,,,,,,,,,AG-1,,Enabled,Felicegals coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Felicegals,,,,,,,,,AG-1,,Enabled,Felicegals promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Felicegals,,,,,,,,,AG-1,,Enabled,Felicegals promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Felicegals,,,,,,,,,AG-1,,Enabled,Promo code Felicegals,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Felicegals,,,,,,,,,AG-1,,Enabled,Coupon Felicegals,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Felicegals,,,,,,,,,AG-1,,Enabled,Coupon code Felicegals,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Felicegals,,,,,,,,,AG-1,,Enabled,Coupon code for Felicegals,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Felicegals,,,,,,,,,AG-1,,Enabled,Coupon for Felicegals,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Felicegals,,,,,,,,,AG-1,,Enabled,Promo code for Felicegals,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Art of Paint by Numbers,,,,,,,,,AG-1,,Enabled,Art of Paint by Numbers coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Art of Paint by Numbers,,,,,,,,,AG-1,,Enabled,Art of Paint by Numbers coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Art of Paint by Numbers,,,,,,,,,AG-1,,Enabled,Art of Paint by Numbers promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Art of Paint by Numbers,,,,,,,,,AG-1,,Enabled,Art of Paint by Numbers promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Art of Paint by Numbers,,,,,,,,,AG-1,,Enabled,Promo code Art of Paint by Numbers,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Art of Paint by Numbers,,,,,,,,,AG-1,,Enabled,Coupon Art of Paint by Numbers,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Art of Paint by Numbers,,,,,,,,,AG-1,,Enabled,Coupon code Art of Paint by Numbers,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Art of Paint by Numbers,,,,,,,,,AG-1,,Enabled,Coupon code for Art of Paint by Numbers,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Art of Paint by Numbers,,,,,,,,,AG-1,,Enabled,Coupon for Art of Paint by Numbers,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Art of Paint by Numbers,,,,,,,,,AG-1,,Enabled,Promo code for Art of Paint by Numbers,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Engwe-bikes-EU,,,,,,,,,AG-1,,Enabled,Engwe-bikes-EU coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Engwe-bikes-EU,,,,,,,,,AG-1,,Enabled,Engwe-bikes-EU coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Engwe-bikes-EU,,,,,,,,,AG-1,,Enabled,Engwe-bikes-EU promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Engwe-bikes-EU,,,,,,,,,AG-1,,Enabled,Engwe-bikes-EU promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Engwe-bikes-EU,,,,,,,,,AG-1,,Enabled,Promo code Engwe-bikes-EU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Engwe-bikes-EU,,,,,,,,,AG-1,,Enabled,Coupon Engwe-bikes-EU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Engwe-bikes-EU,,,,,,,,,AG-1,,Enabled,Coupon code Engwe-bikes-EU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Engwe-bikes-EU,,,,,,,,,AG-1,,Enabled,Coupon code for Engwe-bikes-EU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Engwe-bikes-EU,,,,,,,,,AG-1,,Enabled,Coupon for Engwe-bikes-EU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Engwe-bikes-EU,,,,,,,,,AG-1,,Enabled,Promo code for Engwe-bikes-EU,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,The Newkits,,,,,,,,,AG-1,,Enabled,The Newkits coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,The Newkits,,,,,,,,,AG-1,,Enabled,The Newkits coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,The Newkits,,,,,,,,,AG-1,,Enabled,The Newkits promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,The Newkits,,,,,,,,,AG-1,,Enabled,The Newkits promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,The Newkits,,,,,,,,,AG-1,,Enabled,Promo code The Newkits,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,The Newkits,,,,,,,,,AG-1,,Enabled,Coupon The Newkits,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,The Newkits,,,,,,,,,AG-1,,Enabled,Coupon code The Newkits,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,The Newkits,,,,,,,,,AG-1,,Enabled,Coupon code for The Newkits,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,The Newkits,,,,,,,,,AG-1,,Enabled,Coupon for The Newkits,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,The Newkits,,,,,,,,,AG-1,,Enabled,Promo code for The Newkits,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Al-Rashad Inc,,,,,,,,,AG-1,,Enabled,Al-Rashad Inc coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Al-Rashad Inc,,,,,,,,,AG-1,,Enabled,Al-Rashad Inc coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Al-Rashad Inc,,,,,,,,,AG-1,,Enabled,Al-Rashad Inc promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Al-Rashad Inc,,,,,,,,,AG-1,,Enabled,Al-Rashad Inc promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Al-Rashad Inc,,,,,,,,,AG-1,,Enabled,Promo code Al-Rashad Inc,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Al-Rashad Inc,,,,,,,,,AG-1,,Enabled,Coupon Al-Rashad Inc,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Al-Rashad Inc,,,,,,,,,AG-1,,Enabled,Coupon code Al-Rashad Inc,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Al-Rashad Inc,,,,,,,,,AG-1,,Enabled,Coupon code for Al-Rashad Inc,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Al-Rashad Inc,,,,,,,,,AG-1,,Enabled,Coupon for Al-Rashad Inc,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Al-Rashad Inc,,,,,,,,,AG-1,,Enabled,Promo code for Al-Rashad Inc,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Boogzel Apparel,,,,,,,,,AG-1,,Enabled,Boogzel Apparel coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Boogzel Apparel,,,,,,,,,AG-1,,Enabled,Boogzel Apparel coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Boogzel Apparel,,,,,,,,,AG-1,,Enabled,Boogzel Apparel promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Boogzel Apparel,,,,,,,,,AG-1,,Enabled,Boogzel Apparel promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Boogzel Apparel,,,,,,,,,AG-1,,Enabled,Promo code Boogzel Apparel,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Boogzel Apparel,,,,,,,,,AG-1,,Enabled,Coupon Boogzel Apparel,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Boogzel Apparel,,,,,,,,,AG-1,,Enabled,Coupon code Boogzel Apparel,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Boogzel Apparel,,,,,,,,,AG-1,,Enabled,Coupon code for Boogzel Apparel,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Boogzel Apparel,,,,,,,,,AG-1,,Enabled,Coupon for Boogzel Apparel,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Boogzel Apparel,,,,,,,,,AG-1,,Enabled,Promo code for Boogzel Apparel,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Amir Oud Fragrance,,,,,,,,,AG-1,,Enabled,Amir Oud Fragrance coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Amir Oud Fragrance,,,,,,,,,AG-1,,Enabled,Amir Oud Fragrance coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Amir Oud Fragrance,,,,,,,,,AG-1,,Enabled,Amir Oud Fragrance promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Amir Oud Fragrance,,,,,,,,,AG-1,,Enabled,Amir Oud Fragrance promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Amir Oud Fragrance,,,,,,,,,AG-1,,Enabled,Promo code Amir Oud Fragrance,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Amir Oud Fragrance,,,,,,,,,AG-1,,Enabled,Coupon Amir Oud Fragrance,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Amir Oud Fragrance,,,,,,,,,AG-1,,Enabled,Coupon code Amir Oud Fragrance,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Amir Oud Fragrance,,,,,,,,,AG-1,,Enabled,Coupon code for Amir Oud Fragrance,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Amir Oud Fragrance,,,,,,,,,AG-1,,Enabled,Coupon for Amir Oud Fragrance,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
