Row Type,Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Maximum CPC bid limit,Language,Location,EU political ads,Ad group,Status,Keyword status,Keyword,Match Type,Ad status,Ad type,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description,Description 2,Description 3,Description 4,Final URL,Asset action,Level,Sitelink text,Callout text
Keyword,Add,,Gaia Guy,,,,,,,,,,AG-1,,Enabled,Coupon code for Gaia Guy,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Gaia Guy,,,,,,,,,,AG-1,,Enabled,Coupon for Gaia Guy,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Gaia Guy,,,,,,,,,,AG-1,,Enabled,Promo code for Gaia Guy,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Drift Hero,,,,,,,,,,AG-1,,Enabled,Drift Hero coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Drift Hero,,,,,,,,,,AG-1,,Enabled,Drift Hero coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Drift Hero,,,,,,,,,,AG-1,,Enabled,Drift Hero promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Drift Hero,,,,,,,,,,AG-1,,Enabled,Drift Hero promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Drift Hero,,,,,,,,,,AG-1,,Enabled,Promo code Drift Hero,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Drift Hero,,,,,,,,,,AG-1,,Enabled,Coupon Drift Hero,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Drift Hero,,,,,,,,,,AG-1,,Enabled,Coupon code Drift Hero,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Drift Hero,,,,,,,,,,AG-1,,Enabled,Coupon code for Drift Hero,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Drift Hero,,,,,,,,,,AG-1,,Enabled,Coupon for Drift Hero,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Drift Hero,,,,,,,,,,AG-1,,Enabled,Promo code for Drift Hero,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Rebalance Vintage,,,,,,,,,,AG-1,,Enabled,Rebalance Vintage coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Rebalance Vintage,,,,,,,,,,AG-1,,Enabled,Rebalance Vintage coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Rebalance Vintage,,,,,,,,,,AG-1,,Enabled,Rebalance Vintage promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Rebalance Vintage,,,,,,,,,,AG-1,,Enabled,Rebalance Vintage promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Rebalance Vintage,,,,,,,,,,AG-1,,Enabled,Promo code Rebalance Vintage,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Rebalance Vintage,,,,,,,,,,AG-1,,Enabled,Coupon Rebalance Vintage,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Rebalance Vintage,,,,,,,,,,AG-1,,Enabled,Coupon code Rebalance Vintage,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Rebalance Vintage,,,,,,,,,,AG-1,,Enabled,Coupon code for Rebalance Vintage,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Rebalance Vintage,,,,,,,,,,AG-1,,Enabled,Coupon for Rebalance Vintage,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Rebalance Vintage,,,,,,,,,,AG-1,,Enabled,Promo code for Rebalance Vintage,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,YFN jewelry,,,,,,,,,,AG-1,,Enabled,YFN jewelry coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,YFN jewelry,,,,,,,,,,AG-1,,Enabled,YFN jewelry coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,YFN jewelry,,,,,,,,,,AG-1,,Enabled,YFN jewelry promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,YFN jewelry,,,,,,,,,,AG-1,,Enabled,YFN jewelry promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,YFN jewelry,,,,,,,,,,AG-1,,Enabled,Promo code YFN jewelry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,YFN jewelry,,,,,,,,,,AG-1,,Enabled,Coupon YFN jewelry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,YFN jewelry,,,,,,,,,,AG-1,,Enabled,Coupon code YFN jewelry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,YFN jewelry,,,,,,,,,,AG-1,,Enabled,Coupon code for YFN jewelry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,YFN jewelry,,,,,,,,,,AG-1,,Enabled,Coupon for YFN jewelry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,YFN jewelry,,,,,,,,,,AG-1,,Enabled,Promo code for YFN jewelry,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,PJ's Games,,,,,,,,,,AG-1,,Enabled,PJ's Games coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,PJ's Games,,,,,,,,,,AG-1,,Enabled,PJ's Games coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,PJ's Games,,,,,,,,,,AG-1,,Enabled,PJ's Games promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,PJ's Games,,,,,,,,,,AG-1,,Enabled,PJ's Games promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,PJ's Games,,,,,,,,,,AG-1,,Enabled,Promo code PJ's Games,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,PJ's Games,,,,,,,,,,AG-1,,Enabled,Coupon PJ's Games,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,PJ's Games,,,,,,,,,,AG-1,,Enabled,Coupon code PJ's Games,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,PJ's Games,,,,,,,,,,AG-1,,Enabled,Coupon code for PJ's Games,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,PJ's Games,,,,,,,,,,AG-1,,Enabled,Coupon for PJ's Games,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,PJ's Games,,,,,,,,,,AG-1,,Enabled,Promo code for PJ's Games,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,dyucycle,,,,,,,,,,AG-1,,Enabled,dyucycle coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,dyucycle,,,,,,,,,,AG-1,,Enabled,dyucycle coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,dyucycle,,,,,,,,,,AG-1,,Enabled,dyucycle promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,dyucycle,,,,,,,,,,AG-1,,Enabled,dyucycle promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,dyucycle,,,,,,,,,,AG-1,,Enabled,Promo code dyucycle,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,dyucycle,,,,,,,,,,AG-1,,Enabled,Coupon dyucycle,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,dyucycle,,,,,,,,,,AG-1,,Enabled,Coupon code dyucycle,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,dyucycle,,,,,,,,,,AG-1,,Enabled,Coupon code for dyucycle,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,dyucycle,,,,,,,,,,AG-1,,Enabled,Coupon for dyucycle,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,dyucycle,,,,,,,,,,AG-1,,Enabled,Promo code for dyucycle,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,webfoodstore,,,,,,,,,,AG-1,,Enabled,webfoodstore coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,webfoodstore,,,,,,,,,,AG-1,,Enabled,webfoodstore coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,webfoodstore,,,,,,,,,,AG-1,,Enabled,webfoodstore promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,webfoodstore,,,,,,,,,,AG-1,,Enabled,webfoodstore promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,webfoodstore,,,,,,,,,,AG-1,,Enabled,Promo code webfoodstore,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,webfoodstore,,,,,,,,,,AG-1,,Enabled,Coupon webfoodstore,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,webfoodstore,,,,,,,,,,AG-1,,Enabled,Coupon code webfoodstore,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,webfoodstore,,,,,,,,,,AG-1,,Enabled,Coupon code for webfoodstore,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,webfoodstore,,,,,,,,,,AG-1,,Enabled,Coupon for webfoodstore,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,webfoodstore,,,,,,,,,,AG-1,,Enabled,Promo code for webfoodstore,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,bornpretty,,,,,,,,,,AG-1,,Enabled,bornpretty coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,bornpretty,,,,,,,,,,AG-1,,Enabled,bornpretty coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,bornpretty,,,,,,,,,,AG-1,,Enabled,bornpretty promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,bornpretty,,,,,,,,,,AG-1,,Enabled,bornpretty promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,bornpretty,,,,,,,,,,AG-1,,Enabled,Promo code bornpretty,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,bornpretty,,,,,,,,,,AG-1,,Enabled,Coupon bornpretty,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,bornpretty,,,,,,,,,,AG-1,,Enabled,Coupon code bornpretty,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,bornpretty,,,,,,,,,,AG-1,,Enabled,Coupon code for bornpretty,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,bornpretty,,,,,,,,,,AG-1,,Enabled,Coupon for bornpretty,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,bornpretty,,,,,,,,,,AG-1,,Enabled,Promo code for bornpretty,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Comfier,,,,,,,,,,AG-1,,Enabled,Comfier coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Comfier,,,,,,,,,,AG-1,,Enabled,Comfier coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Comfier,,,,,,,,,,AG-1,,Enabled,Comfier promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Comfier,,,,,,,,,,AG-1,,Enabled,Comfier promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Comfier,,,,,,,,,,AG-1,,Enabled,Promo code Comfier,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Comfier,,,,,,,,,,AG-1,,Enabled,Coupon Comfier,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Comfier,,,,,,,,,,AG-1,,Enabled,Coupon code Comfier,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Comfier,,,,,,,,,,AG-1,,Enabled,Coupon code for Comfier,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Comfier,,,,,,,,,,AG-1,,Enabled,Coupon for Comfier,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,Comfier,,,,,,,,,,AG-1,,Enabled,Promo code for Comfier,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,EUNORAU ELECTRIC BIKES,,,,,,,,,,AG-1,,Enabled,EUNORAU ELECTRIC BIKES coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,EUNORAU ELECTRIC BIKES,,,,,,,,,,AG-1,,Enabled,EUNORAU ELECTRIC BIKES coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,EUNORAU ELECTRIC BIKES,,,,,,,,,,AG-1,,Enabled,EUNORAU ELECTRIC BIKES promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,EUNORAU ELECTRIC BIKES,,,,,,,,,,AG-1,,Enabled,EUNORAU ELECTRIC BIKES promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,EUNORAU ELECTRIC BIKES,,,,,,,,,,AG-1,,Enabled,Promo code EUNORAU ELECTRIC BIKES,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,EUNORAU ELECTRIC BIKES,,,,,,,,,,AG-1,,Enabled,Coupon EUNORAU ELECTRIC BIKES,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,EUNORAU ELECTRIC BIKES,,,,,,,,,,AG-1,,Enabled,Coupon code EUNORAU ELECTRIC BIKES,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,EUNORAU ELECTRIC BIKES,,,,,,,,,,AG-1,,Enabled,Coupon code for EUNORAU ELECTRIC BIKES,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,EUNORAU ELECTRIC BIKES,,,,,,,,,,AG-1,,Enabled,Coupon for EUNORAU ELECTRIC BIKES,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,EUNORAU ELECTRIC BIKES,,,,,,,,,,AG-1,,Enabled,Promo code for EUNORAU ELECTRIC BIKES,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,OFCASA,,,,,,,,,,AG-1,,Enabled,OFCASA coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,OFCASA,,,,,,,,,,AG-1,,Enabled,OFCASA coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,OFCASA,,,,,,,,,,AG-1,,Enabled,OFCASA promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,OFCASA,,,,,,,,,,AG-1,,Enabled,OFCASA promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,OFCASA,,,,,,,,,,AG-1,,Enabled,Promo code OFCASA,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,OFCASA,,,,,,,,,,AG-1,,Enabled,Coupon OFCASA,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,OFCASA,,,,,,,,,,AG-1,,Enabled,Coupon code OFCASA,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,OFCASA,,,,,,,,,,AG-1,,Enabled,Coupon code for OFCASA,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,OFCASA,,,,,,,,,,AG-1,,Enabled,Coupon for OFCASA,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,OFCASA,,,,,,,,,,AG-1,,Enabled,Promo code for OFCASA,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,iscooterglobalUK,,,,,,,,,,AG-1,,Enabled,iscooterglobalUK coupon,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,iscooterglobalUK,,,,,,,,,,AG-1,,Enabled,iscooterglobalUK coupon code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,iscooterglobalUK,,,,,,,,,,AG-1,,Enabled,iscooterglobalUK promo code,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,iscooterglobalUK,,,,,,,,,,AG-1,,Enabled,iscooterglobalUK promo,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,iscooterglobalUK,,,,,,,,,,AG-1,,Enabled,Promo code iscooterglobalUK,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,iscooterglobalUK,,,,,,,,,,AG-1,,Enabled,Coupon iscooterglobalUK,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,iscooterglobalUK,,,,,,,,,,AG-1,,Enabled,Coupon code iscooterglobalUK,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyword,Add,,iscooterglobalUK,,,,,,,,,,AG-1,,Enabled,Coupon code for iscooterglobalUK,Phrase match,,,,,,,,,,,,,,,,,,,,,,,,,,
